               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 114,            0.074332,            0.056109,           0.0044965,             0.92305,             0.82689,             0.94853,             0.64723,            0.073167,            0.060268,           0.0022959,           0.0044065,           0.0044065,           0.0044065
                 115,            0.072353,            0.058783,           0.0042779,             0.90368,              0.8914,             0.96723,             0.67714,            0.070956,            0.057835,           0.0025162,            0.004357,            0.004357,            0.004357
                 116,            0.074312,            0.057152,           0.0047534,             0.77154,             0.93425,             0.89314,             0.63217,            0.072455,            0.057678,           0.0033169,           0.0043075,           0.0043075,           0.0043075
                 117,            0.071901,            0.059127,           0.0040453,             0.86877,             0.86304,              0.9138,             0.63082,            0.071309,            0.057567,            0.003062,            0.004258,            0.004258,            0.004258
                 118,            0.072005,            0.059594,           0.0041471,             0.85277,             0.82769,             0.96813,             0.68992,            0.069393,            0.056382,           0.0031448,           0.0042085,           0.0042085,           0.0042085
                 119,            0.072043,            0.058908,           0.0043744,             0.86562,             0.83719,             0.95478,              0.6519,            0.071336,            0.057978,           0.0026417,            0.004159,            0.004159,            0.004159
                 120,            0.072436,            0.060416,           0.0041589,              0.9538,             0.86437,             0.96029,             0.63974,            0.072573,            0.058039,            0.002858,           0.0041095,           0.0041095,           0.0041095
                 121,            0.070447,            0.056653,           0.0041889,             0.86659,             0.89347,             0.94155,             0.61478,            0.072825,            0.058282,           0.0034012,             0.00406,             0.00406,             0.00406
                 122,            0.071515,            0.058035,           0.0040367,             0.85195,              0.8914,             0.93279,             0.64531,            0.071331,            0.058976,           0.0030279,           0.0040105,           0.0040105,           0.0040105
                 123,            0.072692,             0.05683,           0.0044015,             0.88413,             0.80261,             0.89842,             0.63759,            0.072137,            0.060277,           0.0034397,            0.003961,            0.003961,            0.003961
                 124,            0.072849,            0.059187,           0.0047007,             0.81858,             0.93424,             0.95893,             0.67265,            0.070735,            0.057658,           0.0025384,           0.0039115,           0.0039115,           0.0039115
                 125,            0.071775,            0.059807,           0.0045136,             0.94185,             0.84784,             0.93275,             0.63831,            0.072297,            0.061264,           0.0028205,            0.003862,            0.003862,            0.003862
                 126,            0.072993,            0.058508,           0.0045533,             0.85646,             0.89121,             0.92391,             0.65491,            0.071138,            0.058337,           0.0030927,           0.0038125,           0.0038125,           0.0038125
                 127,            0.071603,            0.059721,           0.0045858,             0.82554,             0.86292,             0.88966,             0.61008,            0.071884,            0.058927,           0.0044597,            0.003763,            0.003763,            0.003763
                 128,            0.072028,            0.058042,           0.0045485,             0.82949,             0.89119,             0.92662,             0.64342,             0.07155,            0.057607,           0.0035671,           0.0037135,           0.0037135,           0.0037135
                 129,            0.071571,            0.055695,           0.0040742,             0.90623,             0.88532,             0.95246,             0.63841,            0.074372,            0.060838,           0.0022271,            0.003664,            0.003664,            0.003664
                 130,            0.072174,            0.058761,           0.0040179,             0.89742,             0.88065,             0.96701,             0.68281,            0.070111,             0.05712,           0.0023368,           0.0036145,           0.0036145,           0.0036145
                 131,             0.07153,            0.059015,           0.0043175,             0.88872,             0.82352,             0.94762,             0.63917,            0.072876,            0.059544,           0.0028791,            0.003565,            0.003565,            0.003565
                 132,            0.071032,            0.060792,           0.0042159,             0.86815,             0.84561,              0.9707,             0.68997,            0.070654,            0.056827,           0.0027016,           0.0035155,           0.0035155,           0.0035155
                 133,            0.071359,             0.05791,           0.0038286,             0.81615,             0.90978,             0.96628,             0.67257,            0.070862,            0.057505,            0.003038,            0.003466,            0.003466,            0.003466
                 134,             0.07087,            0.058862,           0.0041583,             0.82824,             0.84346,              0.9601,             0.65728,            0.071532,            0.058093,           0.0035718,           0.0034165,           0.0034165,           0.0034165
                 135,            0.070564,             0.05678,           0.0039285,             0.82909,             0.86726,             0.93275,             0.65109,            0.072293,            0.057838,           0.0038345,            0.003367,            0.003367,            0.003367
                 136,            0.069852,            0.057359,           0.0045537,             0.87775,             0.82457,             0.90446,             0.60285,            0.073635,            0.059114,           0.0037196,           0.0033175,           0.0033175,           0.0033175
                 137,            0.070404,            0.059387,           0.0040446,             0.85105,             0.91297,             0.97487,             0.68804,             0.07098,            0.056794,           0.0024644,            0.003268,            0.003268,            0.003268
                 138,            0.069517,            0.058383,           0.0039598,             0.87116,             0.95556,             0.97212,              0.7099,            0.069658,            0.056976,           0.0022295,           0.0032185,           0.0032185,           0.0032185
                 139,            0.071069,            0.058822,           0.0039796,             0.76382,             0.95591,             0.92132,             0.66709,            0.069934,            0.057792,             0.00396,            0.003169,            0.003169,            0.003169
                 140,            0.070323,            0.057661,            0.004077,             0.85928,             0.88858,             0.94343,             0.68062,            0.069277,            0.057736,           0.0035379,           0.0031195,           0.0031195,           0.0031195
                 141,            0.070028,            0.056338,           0.0038172,             0.83385,             0.87118,             0.96438,             0.68947,            0.070509,            0.058288,           0.0028009,             0.00307,             0.00307,             0.00307
                 142,            0.070095,            0.056001,           0.0040872,             0.83909,              0.8914,             0.96802,             0.69186,            0.071319,            0.057219,           0.0032687,           0.0030205,           0.0030205,           0.0030205
