               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  88,            0.027883,            0.047367,           0.0019888,             0.92694,             0.98856,             0.98737,             0.72243,            0.025616,            0.027509,          0.00069979,           0.0056935,           0.0056935,           0.0056935
                  89,            0.028569,            0.048905,           0.0021237,             0.92588,             0.98639,             0.98708,             0.73745,            0.025787,            0.027038,          0.00079653,            0.005644,            0.005644,            0.005644
                  90,            0.027485,            0.047339,           0.0019711,             0.90543,             0.95496,             0.99029,             0.73693,              0.0256,            0.026869,           0.0014503,           0.0055945,           0.0055945,           0.0055945
                  91,            0.027818,            0.047541,           0.0020196,             0.91893,             0.96659,             0.98906,             0.73578,            0.025946,            0.027755,          0.00071544,            0.005545,            0.005545,            0.005545
                  92,            0.027129,            0.046313,           0.0019064,             0.92941,              0.9648,             0.98767,             0.71185,            0.026642,            0.026471,           0.0007937,           0.0054955,           0.0054955,           0.0054955
                  93,            0.027323,            0.047312,           0.0018625,             0.94748,              0.9647,             0.99174,             0.72969,            0.026349,            0.027164,          0.00082282,            0.005446,            0.005446,            0.005446
                  94,             0.02766,            0.047888,           0.0021134,             0.92822,             0.95337,             0.98413,             0.72603,            0.025957,            0.027553,          0.00074937,           0.0053965,           0.0053965,           0.0053965
                  95,            0.027124,             0.04669,           0.0018793,             0.92417,             0.97169,             0.98538,             0.73875,             0.02542,            0.026061,           0.0006618,            0.005347,            0.005347,            0.005347
                  96,            0.027351,            0.044644,           0.0017351,             0.94354,             0.97564,             0.98813,             0.73198,            0.025676,            0.027284,          0.00069587,           0.0052975,           0.0052975,           0.0052975
                  97,            0.026753,            0.045049,           0.0016623,             0.95084,             0.97959,             0.99171,             0.73186,             0.02599,            0.026868,          0.00059915,            0.005248,            0.005248,            0.005248
                  98,            0.027164,             0.04566,           0.0016456,               0.938,              0.9656,              0.9875,             0.73554,            0.026467,            0.028129,          0.00063485,           0.0051985,           0.0051985,           0.0051985
                  99,            0.026997,            0.045347,           0.0017693,             0.99876,             0.91355,             0.98975,             0.73952,            0.026249,             0.02939,           0.0006135,            0.005149,            0.005149,            0.005149
                 100,            0.026629,             0.04049,           0.0014738,             0.93386,             0.94983,             0.98836,             0.73875,            0.025963,            0.030216,          0.00092185,           0.0050995,           0.0050995,           0.0050995
                 101,              0.0263,            0.041277,           0.0014381,             0.94704,             0.96289,              0.9829,             0.73352,            0.026079,            0.029666,          0.00074293,             0.00505,             0.00505,             0.00505
                 102,            0.026754,            0.041146,           0.0013964,             0.98053,             0.93635,             0.98643,             0.72033,            0.026817,            0.031879,          0.00079577,           0.0050005,           0.0050005,           0.0050005
                 103,            0.025951,            0.040401,            0.001502,             0.99203,             0.91128,             0.98657,             0.72302,            0.026643,            0.032499,          0.00073527,            0.004951,            0.004951,            0.004951
                 104,            0.026518,             0.04424,           0.0017807,             0.95043,             0.94183,             0.98528,             0.72555,            0.025849,            0.030192,          0.00088885,           0.0049015,           0.0049015,           0.0049015
                 105,            0.026717,             0.04455,           0.0016789,             0.94537,             0.96489,             0.97917,             0.72333,            0.025743,            0.030769,          0.00076278,            0.004852,            0.004852,            0.004852
                 106,            0.026207,            0.043104,           0.0015515,             0.92812,             0.97932,             0.98685,             0.73414,             0.02539,            0.028231,          0.00067892,           0.0048025,           0.0048025,           0.0048025
                 107,            0.025642,             0.04283,           0.0015258,               0.939,             0.97564,             0.98736,             0.72087,             0.02565,            0.029064,          0.00075349,            0.004753,            0.004753,            0.004753
                 108,            0.025589,            0.043157,           0.0015719,             0.93766,             0.95809,             0.98782,             0.73472,            0.025715,            0.029355,          0.00079323,           0.0047035,           0.0047035,           0.0047035
                 109,             0.02629,            0.043278,           0.0016742,             0.98751,             0.95568,             0.99242,             0.73359,            0.025378,            0.027586,          0.00071109,            0.004654,            0.004654,            0.004654
                 110,            0.026351,            0.043572,           0.0017227,              0.9244,             0.98406,             0.98818,             0.74897,            0.025145,            0.027023,          0.00063095,           0.0046045,           0.0046045,           0.0046045
                 111,            0.025712,            0.041949,           0.0015432,             0.94849,             0.97587,             0.98864,             0.74619,            0.025445,            0.027276,           0.0006286,            0.004555,            0.004555,            0.004555
                 112,            0.026496,            0.043084,           0.0016457,             0.95413,             0.97307,             0.99008,             0.74649,            0.024991,            0.026944,          0.00067854,           0.0045055,           0.0045055,           0.0045055
                 113,            0.025459,            0.043007,           0.0016343,             0.92969,             0.99536,             0.98751,             0.74614,            0.025128,            0.027653,          0.00064621,            0.004456,            0.004456,            0.004456
                 114,            0.026075,            0.042492,           0.0015434,             0.98987,             0.92037,             0.98906,             0.72834,            0.025611,            0.026337,          0.00063794,           0.0044065,           0.0044065,           0.0044065
                 115,            0.024879,            0.038278,           0.0013984,             0.95626,             0.97564,             0.99194,             0.72592,            0.025767,            0.028826,          0.00070698,            0.004357,            0.004357,            0.004357
                 116,            0.025508,            0.039495,           0.0013742,             0.97744,             0.93089,             0.98993,              0.7399,            0.025621,            0.026726,          0.00063521,           0.0043075,           0.0043075,           0.0043075
                 117,            0.025111,            0.038698,           0.0013401,             0.99585,             0.90688,             0.98547,             0.72142,            0.026459,            0.031311,          0.00078383,            0.004258,            0.004258,            0.004258
                 118,            0.025084,            0.038273,           0.0013722,             0.99202,             0.93462,             0.98549,              0.7226,            0.026354,            0.032418,           0.0006669,           0.0042085,           0.0042085,           0.0042085
                 119,            0.025421,            0.039437,           0.0015161,             0.95187,             0.95566,             0.98804,             0.73849,            0.025552,            0.030046,          0.00077575,            0.004159,            0.004159,            0.004159
                 120,            0.025106,            0.039924,            0.001373,             0.97116,             0.96465,             0.98943,             0.73119,            0.025837,            0.029891,          0.00059723,           0.0041095,           0.0041095,           0.0041095
                 121,            0.024992,             0.03881,           0.0013151,             0.93251,             0.93641,             0.98027,             0.72361,            0.025944,            0.029929,          0.00061869,             0.00406,             0.00406,             0.00406
                 122,            0.024121,            0.038378,           0.0013048,             0.91979,             0.96173,             0.97993,             0.72892,            0.026138,            0.031635,          0.00076389,           0.0040105,           0.0040105,           0.0040105
                 123,            0.024625,            0.038828,           0.0012944,              0.9182,             0.97551,             0.98236,             0.73499,             0.02601,            0.029866,          0.00071702,            0.003961,            0.003961,            0.003961
                 124,            0.025036,            0.039028,           0.0014573,              0.9627,             0.97564,             0.99029,             0.75083,             0.02502,            0.028557,          0.00062324,           0.0039115,           0.0039115,           0.0039115
                 125,            0.025336,            0.039376,           0.0014525,             0.93816,             0.99817,             0.98891,             0.74776,            0.024785,            0.028169,          0.00062038,            0.003862,            0.003862,            0.003862
                 126,            0.024422,            0.037866,           0.0013285,             0.95702,             0.92037,             0.98511,             0.72781,            0.025872,             0.02882,           0.0006217,           0.0038125,           0.0038125,           0.0038125
                 127,            0.025075,            0.038925,           0.0013559,             0.97312,             0.97959,             0.98987,             0.75298,            0.025193,            0.028197,          0.00050207,            0.003763,            0.003763,            0.003763
                 128,             0.02432,            0.039087,           0.0013871,             0.90729,             0.98931,             0.98627,             0.73688,             0.02581,            0.029832,          0.00062812,           0.0037135,           0.0037135,           0.0037135
                 129,            0.025132,             0.03878,           0.0013695,             0.97839,             0.89962,             0.98489,             0.72786,            0.025706,            0.028064,          0.00061874,            0.003664,            0.003664,            0.003664
                 130,            0.025055,            0.041453,           0.0014702,              0.9065,             0.94285,              0.9551,             0.71195,            0.025779,            0.028958,            0.001481,           0.0036145,           0.0036145,           0.0036145
                 131,            0.024793,             0.04101,           0.0015696,             0.99043,             0.91229,             0.97763,             0.73073,            0.025871,            0.027221,          0.00072675,            0.003565,            0.003565,            0.003565
                 132,            0.024779,             0.04107,           0.0014293,             0.99692,             0.90226,             0.97884,             0.72322,            0.025543,            0.027821,          0.00073682,           0.0035155,           0.0035155,           0.0035155
                 133,            0.025193,            0.042674,           0.0015387,             0.94492,              0.9932,             0.99017,              0.7398,            0.025386,            0.026943,           0.0005404,            0.003466,            0.003466,            0.003466
                 134,            0.024965,            0.041968,           0.0014752,             0.94402,             0.96477,             0.99116,             0.75644,             0.02499,            0.026902,          0.00049682,           0.0034165,           0.0034165,           0.0034165
                 135,            0.024566,            0.041512,            0.001613,             0.91994,             0.99992,             0.98866,             0.73937,            0.024506,            0.026269,          0.00051726,            0.003367,            0.003367,            0.003367
                 136,            0.024335,            0.041307,           0.0015971,                   1,             0.93586,             0.98939,             0.75229,            0.024644,            0.026406,          0.00056947,           0.0033175,           0.0033175,           0.0033175
                 137,            0.024377,            0.041137,           0.0014448,             0.96028,              0.9892,             0.98729,             0.75218,            0.024909,            0.026379,          0.00060317,            0.003268,            0.003268,            0.003268
                 138,            0.024335,            0.040256,            0.001408,             0.98801,             0.97113,             0.99331,              0.7594,            0.025333,            0.026241,          0.00083231,           0.0032185,           0.0032185,           0.0032185
                 139,            0.024916,            0.042225,           0.0015047,             0.99002,             0.93409,             0.98928,              0.7392,            0.025209,            0.026082,           0.0005811,            0.003169,            0.003169,            0.003169
                 140,            0.024953,            0.042205,           0.0015961,             0.99813,             0.94643,             0.99398,             0.75581,            0.024735,             0.02701,          0.00050893,           0.0031195,           0.0031195,           0.0031195
                 141,            0.024941,            0.041908,            0.001405,             0.94396,             0.98642,             0.98957,             0.75316,            0.024394,            0.026241,          0.00050086,             0.00307,             0.00307,             0.00307
                 142,            0.024705,            0.041459,           0.0015363,             0.94512,             0.97988,             0.99029,             0.74767,            0.024477,            0.026047,          0.00052739,           0.0030205,           0.0030205,           0.0030205
                 143,            0.024694,             0.04085,           0.0015874,             0.93153,             0.99902,             0.98536,             0.74068,            0.024437,            0.026112,          0.00052403,            0.002971,            0.002971,            0.002971
                 144,            0.024375,            0.041018,           0.0014579,             0.96195,             0.97164,             0.98436,             0.73588,            0.024325,             0.02827,          0.00048023,           0.0029215,           0.0029215,           0.0029215
                 145,            0.024316,            0.040749,            0.001432,             0.95265,             0.96092,             0.98823,             0.75997,            0.024093,            0.027131,          0.00058066,            0.002872,            0.002872,            0.002872
                 146,            0.024881,            0.041997,           0.0015563,             0.92139,             0.98096,             0.99114,             0.73913,            0.024837,            0.027892,          0.00054562,           0.0028225,           0.0028225,           0.0028225
                 147,            0.024027,            0.040754,             0.00154,             0.95603,             0.97941,             0.98915,             0.74606,             0.02515,            0.027237,          0.00059638,            0.002773,            0.002773,            0.002773
                 148,            0.024575,            0.041528,           0.0014732,             0.95069,             0.97177,             0.99354,             0.74961,            0.024825,            0.026997,          0.00051047,           0.0027235,           0.0027235,           0.0027235
                 149,            0.024179,            0.040719,            0.001471,             0.95116,             0.94982,             0.98672,             0.74875,            0.024809,            0.027444,          0.00060534,            0.002674,            0.002674,            0.002674
                 150,            0.023073,            0.035425,           0.0012309,             0.98508,             0.91927,             0.98623,             0.75093,            0.024493,            0.029458,          0.00073406,           0.0026245,           0.0026245,           0.0026245
                 151,            0.022956,             0.03516,           0.0012009,              0.9331,             0.98091,             0.98772,             0.75472,            0.024299,             0.02979,          0.00061629,            0.002575,            0.002575,            0.002575
                 152,            0.022873,            0.035302,           0.0011649,              0.9459,             0.96204,             0.98204,             0.75361,            0.025008,              0.0311,          0.00065121,           0.0025255,           0.0025255,           0.0025255
                 153,            0.023302,            0.035182,           0.0012285,             0.95154,             0.94873,             0.98191,             0.74136,            0.025255,            0.032926,          0.00066348,            0.002476,            0.002476,            0.002476
                 154,            0.023496,            0.035523,           0.0012917,             0.92683,              0.9614,             0.98664,             0.72544,            0.024756,            0.031901,          0.00065835,           0.0024265,           0.0024265,           0.0024265
                 155,            0.023294,            0.035695,           0.0011682,             0.92204,             0.98631,             0.98654,             0.73639,            0.024642,             0.02991,          0.00051734,            0.002377,            0.002377,            0.002377
                 156,            0.022876,            0.034694,           0.0011169,             0.95085,             0.99312,             0.98866,             0.74972,            0.024496,            0.029207,          0.00044571,           0.0023275,           0.0023275,           0.0023275
                 157,            0.022343,            0.034508,           0.0011378,             0.96252,             0.92346,             0.98417,             0.73286,            0.024863,            0.031322,          0.00058696,            0.002278,            0.002278,            0.002278
