               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  62,            0.060933,            0.056594,            0.003603,             0.90851,             0.94814,             0.98729,             0.75473,             0.06094,            0.057453,           0.0019775,           0.0024513,           0.0024513,           0.0024513
                  63,            0.060423,            0.056386,           0.0036449,             0.92966,             0.89522,             0.98307,              0.7384,            0.060329,            0.057812,           0.0021544,           0.0023275,           0.0023275,           0.0023275
                  64,             0.05952,            0.054401,           0.0033828,             0.98148,             0.93093,             0.98573,             0.73379,            0.060622,            0.056246,            0.002578,           0.0022038,           0.0022038,           0.0022038
                  65,            0.059936,            0.052605,            0.003339,             0.93224,             0.93155,             0.98797,             0.72163,            0.060338,            0.056736,           0.0016067,             0.00208,             0.00208,             0.00208
                  66,            0.059606,            0.053855,           0.0032828,             0.94428,             0.91841,             0.98953,              0.7066,            0.061076,            0.057201,           0.0015847,           0.0019563,           0.0019563,           0.0019563
                  67,            0.058635,             0.05216,           0.0034857,             0.94688,             0.90792,             0.99044,              0.7139,            0.060395,            0.057203,           0.0017296,           0.0018325,           0.0018325,           0.0018325
                  68,            0.059592,            0.054242,             0.00311,             0.93664,             0.95075,             0.99157,             0.73669,            0.060407,            0.055251,           0.0017135,           0.0017087,           0.0017087,           0.0017087
                  69,            0.060001,            0.054423,           0.0029231,             0.92131,             0.95695,             0.99294,             0.71684,            0.061583,            0.055742,           0.0014872,            0.001585,            0.001585,            0.001585
                  70,            0.059148,            0.053059,           0.0030704,             0.92492,             0.91703,             0.98895,              0.7205,            0.060234,            0.055331,           0.0015682,           0.0014612,           0.0014612,           0.0014612
                  71,            0.058395,            0.055067,           0.0034668,             0.92446,             0.91814,             0.98587,             0.72729,            0.060886,            0.056601,           0.0017539,           0.0013375,           0.0013375,           0.0013375
                  72,            0.059194,            0.055061,           0.0030137,             0.89885,             0.93834,             0.98276,             0.70716,            0.060864,            0.057667,           0.0019536,           0.0012138,           0.0012138,           0.0012138
                  73,            0.058018,            0.054494,            0.002888,             0.89823,             0.93782,             0.98897,             0.71703,            0.060422,            0.057297,           0.0015376,             0.00109,             0.00109,             0.00109
                  74,            0.057382,             0.05431,           0.0029678,             0.98967,             0.88631,             0.98679,             0.71064,            0.060509,            0.056818,           0.0022039,          0.00096625,          0.00096625,          0.00096625
                  75,            0.058545,            0.056272,           0.0029375,             0.89883,             0.87967,             0.98926,             0.72559,            0.060258,            0.057411,           0.0019984,           0.0008425,           0.0008425,           0.0008425
                  76,            0.059213,            0.054627,            0.003155,             0.92908,             0.88063,             0.98523,             0.74155,             0.06032,            0.057198,           0.0020371,          0.00071875,          0.00071875,          0.00071875
                  77,            0.058809,            0.053648,           0.0028551,             0.92453,             0.90577,             0.98831,             0.71993,            0.060454,            0.056615,           0.0017003,            0.000595,            0.000595,            0.000595
                  78,            0.059049,            0.052953,           0.0031528,              0.9156,             0.91775,             0.99083,             0.72998,              0.0598,            0.056541,           0.0015369,          0.00047125,          0.00047125,          0.00047125
                  79,            0.058622,             0.05194,           0.0031434,             0.90432,             0.93983,             0.99066,             0.73052,            0.059729,            0.056651,           0.0015544,           0.0003475,           0.0003475,           0.0003475
